id,event,cycle,a,b,value,latency
0,parser_send,1,0,0,0,0
1,parser_send,2,0,0,0,0
0,transform_accept,2,0,0,0,0
2,parser_send,3,0,0,0,0
1,transform_accept,3,0,0,0,0
3,parser_send,4,0,0,0,0
0,link,4,1836311903,1134903170,1,0
0,transform_emit,4,1836311903,1134903170,0,0
2,transform_accept,4,0,0,0,0
0,compute_unit,4,0,0,0,0
0,compute_accept,4,1836311903,1134903170,1,74
4,parser_send,5,0,0,0,0
1,link,5,1,1,1,0
1,transform_emit,5,1,1,0,0
3,transform_accept,5,0,0,0,0
1,compute_unit,5,1,0,0,0
1,compute_accept,5,1,1,1,1
5,parser_send,6,0,0,0,0
2,link,6,2,2,0,0
1,compute_complete,6,0,0,1,0
1,compute_emit,6,0,0,1,0
2,link,7,2,2,0,0
2,dispatch_idle_other,7,0,0,0,0
0,reorder_wait,7,0,0,0,0
2,link,8,2,2,0,0
2,dispatch_idle_other,8,0,0,0,0
0,reorder_wait,8,0,0,0,0
2,link,9,2,2,0,0
2,dispatch_idle_other,9,0,0,0,0
0,reorder_wait,9,0,0,0,0
2,link,10,2,2,0,0
2,dispatch_idle_other,10,0,0,0,0
0,reorder_wait,10,0,0,0,0
2,link,11,2,2,0,0
2,dispatch_idle_other,11,0,0,0,0
0,reorder_wait,11,0,0,0,0
2,link,12,2,2,0,0
2,dispatch_idle_other,12,0,0,0,0
0,reorder_wait,12,0,0,0,0
2,link,13,2,2,0,0
2,dispatch_idle_other,13,0,0,0,0
0,reorder_wait,13,0,0,0,0
2,link,14,2,2,0,0
2,dispatch_idle_other,14,0,0,0,0
0,reorder_wait,14,0,0,0,0
2,link,15,2,2,0,0
2,dispatch_idle_other,15,0,0,0,0
0,reorder_wait,15,0,0,0,0
2,link,16,2,2,0,0
2,dispatch_idle_other,16,0,0,0,0
0,reorder_wait,16,0,0,0,0
2,link,17,2,2,0,0
2,dispatch_idle_other,17,0,0,0,0
0,reorder_wait,17,0,0,0,0
2,link,18,2,2,0,0
2,dispatch_idle_other,18,0,0,0,0
0,reorder_wait,18,0,0,0,0
2,link,19,2,2,0,0
2,dispatch_idle_other,19,0,0,0,0
0,reorder_wait,19,0,0,0,0
2,link,20,2,2,0,0
2,dispatch_idle_other,20,0,0,0,0
0,reorder_wait,20,0,0,0,0
2,link,21,2,2,0,0
2,dispatch_idle_other,21,0,0,0,0
0,reorder_wait,21,0,0,0,0
2,link,22,2,2,0,0
2,dispatch_idle_other,22,0,0,0,0
0,reorder_wait,22,0,0,0,0
2,link,23,2,2,0,0
2,dispatch_idle_other,23,0,0,0,0
0,reorder_wait,23,0,0,0,0
2,link,24,2,2,0,0
2,dispatch_idle_other,24,0,0,0,0
0,reorder_wait,24,0,0,0,0
2,link,25,2,2,0,0
2,dispatch_idle_other,25,0,0,0,0
0,reorder_wait,25,0,0,0,0
2,link,26,2,2,0,0
2,dispatch_idle_other,26,0,0,0,0
0,reorder_wait,26,0,0,0,0
2,link,27,2,2,0,0
2,dispatch_idle_other,27,0,0,0,0
0,reorder_wait,27,0,0,0,0
2,link,28,2,2,0,0
2,dispatch_idle_other,28,0,0,0,0
0,reorder_wait,28,0,0,0,0
2,link,29,2,2,0,0
2,dispatch_idle_other,29,0,0,0,0
0,reorder_wait,29,0,0,0,0
2,link,30,2,2,0,0
2,dispatch_idle_other,30,0,0,0,0
0,reorder_wait,30,0,0,0,0
2,link,31,2,2,0,0
2,dispatch_idle_other,31,0,0,0,0
0,reorder_wait,31,0,0,0,0
2,link,32,2,2,0,0
2,dispatch_idle_other,32,0,0,0,0
0,reorder_wait,32,0,0,0,0
2,link,33,2,2,0,0
2,dispatch_idle_other,33,0,0,0,0
0,reorder_wait,33,0,0,0,0
2,link,34,2,2,0,0
2,dispatch_idle_other,34,0,0,0,0
0,reorder_wait,34,0,0,0,0
2,link,35,2,2,0,0
2,dispatch_idle_other,35,0,0,0,0
0,reorder_wait,35,0,0,0,0
2,link,36,2,2,0,0
2,dispatch_idle_other,36,0,0,0,0
0,reorder_wait,36,0,0,0,0
2,link,37,2,2,0,0
2,dispatch_idle_other,37,0,0,0,0
0,reorder_wait,37,0,0,0,0
2,link,38,2,2,0,0
2,dispatch_idle_other,38,0,0,0,0
0,reorder_wait,38,0,0,0,0
2,link,39,2,2,0,0
2,dispatch_idle_other,39,0,0,0,0
0,reorder_wait,39,0,0,0,0
2,link,40,2,2,0,0
2,dispatch_idle_other,40,0,0,0,0
0,reorder_wait,40,0,0,0,0
2,link,41,2,2,0,0
2,dispatch_idle_other,41,0,0,0,0
0,reorder_wait,41,0,0,0,0
2,link,42,2,2,0,0
2,dispatch_idle_other,42,0,0,0,0
0,reorder_wait,42,0,0,0,0
2,link,43,2,2,0,0
2,dispatch_idle_other,43,0,0,0,0
0,reorder_wait,43,0,0,0,0
2,link,44,2,2,0,0
2,dispatch_idle_other,44,0,0,0,0
0,reorder_wait,44,0,0,0,0
2,link,45,2,2,0,0
2,dispatch_idle_other,45,0,0,0,0
0,reorder_wait,45,0,0,0,0
2,link,46,2,2,0,0
2,dispatch_idle_other,46,0,0,0,0
0,reorder_wait,46,0,0,0,0
2,link,47,2,2,0,0
2,dispatch_idle_other,47,0,0,0,0
0,reorder_wait,47,0,0,0,0
2,link,48,2,2,0,0
2,dispatch_idle_other,48,0,0,0,0
0,reorder_wait,48,0,0,0,0
2,link,49,2,2,0,0
2,dispatch_idle_other,49,0,0,0,0
0,reorder_wait,49,0,0,0,0
2,link,50,2,2,0,0
2,dispatch_idle_other,50,0,0,0,0
0,reorder_wait,50,0,0,0,0
2,link,51,2,2,0,0
2,dispatch_idle_other,51,0,0,0,0
0,reorder_wait,51,0,0,0,0
2,link,52,2,2,0,0
2,dispatch_idle_other,52,0,0,0,0
0,reorder_wait,52,0,0,0,0
2,link,53,2,2,0,0
2,dispatch_idle_other,53,0,0,0,0
0,reorder_wait,53,0,0,0,0
2,link,54,2,2,0,0
2,dispatch_idle_other,54,0,0,0,0
0,reorder_wait,54,0,0,0,0
2,link,55,2,2,0,0
2,dispatch_idle_other,55,0,0,0,0
0,reorder_wait,55,0,0,0,0
2,link,56,2,2,0,0
2,dispatch_idle_other,56,0,0,0,0
0,reorder_wait,56,0,0,0,0
2,link,57,2,2,0,0
2,dispatch_idle_other,57,0,0,0,0
0,reorder_wait,57,0,0,0,0
2,link,58,2,2,0,0
2,dispatch_idle_other,58,0,0,0,0
0,reorder_wait,58,0,0,0,0
2,link,59,2,2,0,0
2,dispatch_idle_other,59,0,0,0,0
0,reorder_wait,59,0,0,0,0
2,link,60,2,2,0,0
2,dispatch_idle_other,60,0,0,0,0
0,reorder_wait,60,0,0,0,0
2,link,61,2,2,0,0
2,dispatch_idle_other,61,0,0,0,0
0,reorder_wait,61,0,0,0,0
2,link,62,2,2,0,0
2,dispatch_idle_other,62,0,0,0,0
0,reorder_wait,62,0,0,0,0
2,link,63,2,2,0,0
2,dispatch_idle_other,63,0,0,0,0
0,reorder_wait,63,0,0,0,0
2,link,64,2,2,0,0
2,dispatch_idle_other,64,0,0,0,0
0,reorder_wait,64,0,0,0,0
2,link,65,2,2,0,0
2,dispatch_idle_other,65,0,0,0,0
0,reorder_wait,65,0,0,0,0
2,link,66,2,2,0,0
2,dispatch_idle_other,66,0,0,0,0
0,reorder_wait,66,0,0,0,0
2,link,67,2,2,0,0
2,dispatch_idle_other,67,0,0,0,0
0,reorder_wait,67,0,0,0,0
2,link,68,2,2,0,0
2,dispatch_idle_other,68,0,0,0,0
0,reorder_wait,68,0,0,0,0
2,link,69,2,2,0,0
2,dispatch_idle_other,69,0,0,0,0
0,reorder_wait,69,0,0,0,0
2,link,70,2,2,0,0
2,dispatch_idle_other,70,0,0,0,0
0,reorder_wait,70,0,0,0,0
2,link,71,2,2,0,0
2,dispatch_idle_other,71,0,0,0,0
0,reorder_wait,71,0,0,0,0
2,link,72,2,2,0,0
2,dispatch_idle_other,72,0,0,0,0
0,reorder_wait,72,0,0,0,0
2,link,73,2,2,0,0
2,dispatch_idle_other,73,0,0,0,0
0,reorder_wait,73,0,0,0,0
2,link,74,2,2,0,0
2,dispatch_idle_other,74,0,0,0,0
0,reorder_wait,74,0,0,0,0
2,link,75,2,2,0,0
2,dispatch_idle_other,75,0,0,0,0
0,reorder_wait,75,0,0,0,0
2,link,76,2,2,0,0
2,dispatch_idle_other,76,0,0,0,0
0,reorder_wait,76,0,0,0,0
2,link,77,2,2,0,0
2,dispatch_idle_other,77,0,0,0,0
0,reorder_wait,77,0,0,0,0
2,link,78,2,2,0,0
2,dispatch_idle_other,78,0,0,0,0
0,compute_complete,78,0,0,1,0
0,compute_emit,78,0,0,1,0
0,reorder_wait,78,0,0,0,0
2,link,79,2,2,1,0
2,transform_emit,79,2,2,0,0
4,transform_accept,79,0,0,0,0
2,compute_unit,79,0,0,0,0
2,compute_accept,79,2,2,2,1
0,reorder_emit,79,0,0,1,0
6,parser_send,80,0,0,0,0
3,link,80,3,3,1,0
3,transform_emit,80,3,3,0,0
5,transform_accept,80,0,0,0,0
2,compute_complete,80,0,0,2,0
2,compute_emit,80,0,0,2,0
3,compute_unit,80,1,0,0,0
3,compute_accept,80,3,3,3,1
1,reorder_emit,80,0,0,1,0
0,output,80,0,0,1,0
7,parser_send,81,0,0,0,0
4,link,81,4,4,1,0
4,transform_emit,81,4,4,0,0
6,transform_accept,81,0,0,0,0
4,compute_unit,81,0,0,0,0
4,compute_accept,81,4,4,4,1
3,compute_complete,81,0,0,3,0
3,compute_emit,81,0,0,3,0
2,reorder_emit,81,0,0,2,0
1,output,81,0,0,1,0
8,parser_send,82,0,0,0,0
5,link,82,5,5,1,0
5,transform_emit,82,5,5,0,0
7,transform_accept,82,0,0,0,0
4,compute_complete,82,0,0,4,0
4,compute_emit,82,0,0,4,0
5,compute_unit,82,1,0,0,0
5,compute_accept,82,5,5,5,1
3,reorder_emit,82,0,0,3,0
2,output,82,0,0,2,0
9,parser_send,83,0,0,0,0
6,link,83,6,6,1,0
6,transform_emit,83,6,6,0,0
8,transform_accept,83,0,0,0,0
6,compute_unit,83,0,0,0,0
6,compute_accept,83,6,6,6,1
5,compute_complete,83,0,0,5,0
5,compute_emit,83,0,0,5,0
4,reorder_emit,83,0,0,4,0
3,output,83,0,0,3,0
10,parser_send,84,0,0,0,0
7,link,84,7,7,1,0
7,transform_emit,84,7,7,0,0
9,transform_accept,84,0,0,0,0
6,compute_complete,84,0,0,6,0
6,compute_emit,84,0,0,6,0
7,compute_unit,84,1,0,0,0
7,compute_accept,84,7,7,7,1
5,reorder_emit,84,0,0,5,0
4,output,84,0,0,4,0
11,parser_send,85,0,0,0,0
8,link,85,8,8,1,0
8,transform_emit,85,8,8,0,0
10,transform_accept,85,0,0,0,0
8,compute_unit,85,0,0,0,0
8,compute_accept,85,8,8,8,1
7,compute_complete,85,0,0,7,0
7,compute_emit,85,0,0,7,0
6,reorder_emit,85,0,0,6,0
5,output,85,0,0,5,0
12,parser_send,86,0,0,0,0
9,link,86,9,9,1,0
9,transform_emit,86,9,9,0,0
11,transform_accept,86,0,0,0,0
8,compute_complete,86,0,0,8,0
8,compute_emit,86,0,0,8,0
9,compute_unit,86,1,0,0,0
9,compute_accept,86,9,9,9,1
7,reorder_emit,86,0,0,7,0
6,output,86,0,0,6,0
13,parser_send,87,0,0,0,0
10,link,87,10,10,1,0
10,transform_emit,87,10,10,0,0
12,transform_accept,87,0,0,0,0
10,compute_unit,87,0,0,0,0
10,compute_accept,87,10,10,10,1
9,compute_complete,87,0,0,9,0
9,compute_emit,87,0,0,9,0
8,reorder_emit,87,0,0,8,0
7,output,87,0,0,7,0
14,parser_send,88,0,0,0,0
11,link,88,11,11,1,0
11,transform_emit,88,11,11,0,0
13,transform_accept,88,0,0,0,0
10,compute_complete,88,0,0,10,0
10,compute_emit,88,0,0,10,0
11,compute_unit,88,1,0,0,0
11,compute_accept,88,11,11,11,1
9,reorder_emit,88,0,0,9,0
8,output,88,0,0,8,0
15,parser_send,89,0,0,0,0
12,link,89,12,12,1,0
12,transform_emit,89,12,12,0,0
14,transform_accept,89,0,0,0,0
12,compute_unit,89,0,0,0,0
12,compute_accept,89,12,12,12,1
11,compute_complete,89,0,0,11,0
11,compute_emit,89,0,0,11,0
10,reorder_emit,89,0,0,10,0
9,output,89,0,0,9,0
16,parser_send,90,0,0,0,0
13,link,90,13,13,1,0
13,transform_emit,90,13,13,0,0
15,transform_accept,90,0,0,0,0
12,compute_complete,90,0,0,12,0
12,compute_emit,90,0,0,12,0
13,compute_unit,90,1,0,0,0
13,compute_accept,90,13,13,13,1
11,reorder_emit,90,0,0,11,0
10,output,90,0,0,10,0
17,parser_send,91,0,0,0,0
14,link,91,14,14,1,0
14,transform_emit,91,14,14,0,0
16,transform_accept,91,0,0,0,0
14,compute_unit,91,0,0,0,0
14,compute_accept,91,14,14,14,1
13,compute_complete,91,0,0,13,0
13,compute_emit,91,0,0,13,0
12,reorder_emit,91,0,0,12,0
11,output,91,0,0,11,0
18,parser_send,92,0,0,0,0
15,link,92,15,15,1,0
15,transform_emit,92,15,15,0,0
17,transform_accept,92,0,0,0,0
14,compute_complete,92,0,0,14,0
14,compute_emit,92,0,0,14,0
15,compute_unit,92,1,0,0,0
15,compute_accept,92,15,15,15,1
13,reorder_emit,92,0,0,13,0
12,output,92,0,0,12,0
19,parser_send,93,0,0,0,0
16,link,93,16,16,1,0
16,transform_emit,93,16,16,0,0
18,transform_accept,93,0,0,0,0
16,compute_unit,93,0,0,0,0
16,compute_accept,93,16,16,16,1
15,compute_complete,93,0,0,15,0
15,compute_emit,93,0,0,15,0
14,reorder_emit,93,0,0,14,0
13,output,93,0,0,13,0
20,parser_send,94,0,0,0,0
17,link,94,17,17,1,0
17,transform_emit,94,17,17,0,0
19,transform_accept,94,0,0,0,0
16,compute_complete,94,0,0,16,0
16,compute_emit,94,0,0,16,0
17,compute_unit,94,1,0,0,0
17,compute_accept,94,17,17,17,1
15,reorder_emit,94,0,0,15,0
14,output,94,0,0,14,0
21,parser_send,95,0,0,0,0
18,link,95,18,18,1,0
18,transform_emit,95,18,18,0,0
20,transform_accept,95,0,0,0,0
18,compute_unit,95,0,0,0,0
18,compute_accept,95,18,18,18,1
17,compute_complete,95,0,0,17,0
17,compute_emit,95,0,0,17,0
16,reorder_emit,95,0,0,16,0
15,output,95,0,0,15,0
22,parser_send,96,0,0,0,0
19,link,96,19,19,1,0
19,transform_emit,96,19,19,0,0
21,transform_accept,96,0,0,0,0
18,compute_complete,96,0,0,18,0
18,compute_emit,96,0,0,18,0
19,compute_unit,96,1,0,0,0
19,compute_accept,96,19,19,19,1
17,reorder_emit,96,0,0,17,0
16,output,96,0,0,16,0
23,parser_send,97,0,0,0,0
20,link,97,20,20,1,0
20,transform_emit,97,20,20,0,0
22,transform_accept,97,0,0,0,0
20,compute_unit,97,0,0,0,0
20,compute_accept,97,20,20,20,1
19,compute_complete,97,0,0,19,0
19,compute_emit,97,0,0,19,0
18,reorder_emit,97,0,0,18,0
17,output,97,0,0,17,0
24,parser_send,98,0,0,0,0
21,link,98,21,21,1,0
21,transform_emit,98,21,21,0,0
23,transform_accept,98,0,0,0,0
20,compute_complete,98,0,0,20,0
20,compute_emit,98,0,0,20,0
21,compute_unit,98,1,0,0,0
21,compute_accept,98,21,21,21,1
19,reorder_emit,98,0,0,19,0
18,output,98,0,0,18,0
25,parser_send,99,0,0,0,0
22,link,99,22,22,1,0
22,transform_emit,99,22,22,0,0
24,transform_accept,99,0,0,0,0
22,compute_unit,99,0,0,0,0
22,compute_accept,99,22,22,22,1
21,compute_complete,99,0,0,21,0
21,compute_emit,99,0,0,21,0
20,reorder_emit,99,0,0,20,0
19,output,99,0,0,19,0
26,parser_send,100,0,0,0,0
23,link,100,23,23,1,0
23,transform_emit,100,23,23,0,0
25,transform_accept,100,0,0,0,0
